,0,1,2,3,4,5
0,0.0,6556.417,6630.1196,1491.5498,6566.4043,6559.501
1,6556.417,0.0,656.1913,6125.86,945.62415,850.7256
2,6630.1196,656.1913,0.0,6131.3706,693.65265,464.3307
3,1491.5498,6125.86,6131.3706,0.0,6149.816,6120.5093
4,6566.4043,945.62415,693.65265,6149.816,0.0,771.73505
5,6559.501,850.7256,464.3307,6120.5093,771.73505,0.0
